246976.522174,0.016936,event,sysmon,feedbacks-positive-color,"(0, 255, 0, 255)"
246976.709275,0.033945,event,sysmon,feedbacks-negative-color,"(255, 0, 0, 255)"
246976.743366,0.066711,aoi,sysmon,foreground,"(0, 1026.0, 672, 540.0)"
246976.744382,0.066711,aoi,sysmon,overdue,"(0, 1026.0, 672, 540.0)"
246976.759017,0.066711,aoi,sysmon,task_title,"(0, 1080.0, 672, 1026.0)"
246976.760322,0.066711,aoi,sysmon,automode,"(285.6, 592.65, 386.40000000000003, 565.65)"
246976.763874,0.066711,aoi,sysmon,scale1,"(50.4, 855.9, 117.6, 612.9)"
246976.769001,0.066711,aoi,sysmon,scale2,"(218.4, 855.9, 285.6, 612.9)"
246976.77247,0.066711,aoi,sysmon,scale3,"(386.4, 855.9, 453.59999999999997, 612.9)"
246976.775504,0.066711,aoi,sysmon,scale4,"(554.4, 855.9, 621.6, 612.9)"
246976.799407,0.066711,aoi,sysmon,light1,"(33.599999999999994, 977.4, 302.4, 904.5)"
246976.802588,0.066711,aoi,sysmon,light2,"(369.6, 977.4, 638.4000000000001, 904.5)"
246976.802689,0.066711,parameter,sysmon,title,System monitoring
246976.802728,0.066711,parameter,sysmon,taskplacement,topleft
246976.802778,0.066711,parameter,sysmon,taskupdatetime,100
246976.802817,0.066711,parameter,sysmon,taskfeedback-overdue-active,0
246976.802851,0.066711,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
246976.802886,0.066711,parameter,sysmon,taskfeedback-overdue-delayms,2000
246976.802916,0.066711,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
246976.802948,0.066711,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
246976.802979,0.066711,parameter,sysmon,taskfeedback-overdue-_is_visible,0
246976.80301,0.066711,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7fe579d24520>
246976.80306,0.066711,parameter,sysmon,alerttimeout,10000
246976.80309,0.066711,parameter,sysmon,automaticsolver,0
246976.803119,0.066711,parameter,sysmon,automaticsolverdelay,1000
246976.803148,0.066711,parameter,sysmon,displayautomationstate,1
246976.803176,0.066711,parameter,sysmon,allowanykey,0
246976.803205,0.066711,parameter,sysmon,feedbackduration,1500
246976.803241,0.066711,parameter,sysmon,feedbacks-positive-active,1
246976.803271,0.066711,parameter,sysmon,feedbacks-positive-color,"(0, 255, 0, 255)"
246976.803304,0.066711,parameter,sysmon,feedbacks-negative-active,1
246976.803335,0.066711,parameter,sysmon,feedbacks-negative-color,"(255, 0, 0, 255)"
246976.80337,0.066711,parameter,sysmon,lights-1-name,5
246976.803399,0.066711,parameter,sysmon,lights-1-failure,0
246976.803428,0.066711,parameter,sysmon,lights-1-default,on
246976.803456,0.066711,parameter,sysmon,lights-1-oncolor,"(142, 219, 176, 255)"
246976.803488,0.066711,parameter,sysmon,lights-1-key,_5
246976.803516,0.066711,parameter,sysmon,lights-1-on,1
246976.803546,0.066711,parameter,sysmon,lights-1-_failuretimer,
246976.803575,0.066711,parameter,sysmon,lights-1-_onfailure,0
246976.8036,0.066711,parameter,sysmon,lights-1-_milliresponsetime,0
246976.803623,0.066711,parameter,sysmon,lights-1-_freezetimer,
246976.803644,0.066711,parameter,sysmon,lights-1-widget,<core.widgets.light.Light object at 0x7fe579d92b50>
246976.803671,0.066711,parameter,sysmon,lights-2-name,6
246976.803692,0.066711,parameter,sysmon,lights-2-failure,0
246976.803714,0.066711,parameter,sysmon,lights-2-default,off
246976.803735,0.066711,parameter,sysmon,lights-2-oncolor,"(241, 100, 100, 255)"
246976.803759,0.066711,parameter,sysmon,lights-2-key,_6
246976.80378,0.066711,parameter,sysmon,lights-2-on,0
246976.803801,0.066711,parameter,sysmon,lights-2-_failuretimer,
246976.803825,0.066711,parameter,sysmon,lights-2-_onfailure,0
246976.803846,0.066711,parameter,sysmon,lights-2-_milliresponsetime,0
246976.803868,0.066711,parameter,sysmon,lights-2-_freezetimer,
246976.803889,0.066711,parameter,sysmon,lights-2-widget,<core.widgets.light.Light object at 0x7fe579d2d7c0>
246976.803916,0.066711,parameter,sysmon,scales-1-name,1
246976.803937,0.066711,parameter,sysmon,scales-1-failure,0
246976.803958,0.066711,parameter,sysmon,scales-1-side,0
246976.80398,0.066711,parameter,sysmon,scales-1-key,_1
246976.804013,0.066711,parameter,sysmon,scales-1-_failuretimer,
246976.804037,0.066711,parameter,sysmon,scales-1-_onfailure,0
246976.804059,0.066711,parameter,sysmon,scales-1-_milliresponsetime,0
246976.804081,0.066711,parameter,sysmon,scales-1-_freezetimer,
246976.804102,0.066711,parameter,sysmon,scales-1-_pos,5
246976.804125,0.066711,parameter,sysmon,scales-1-_zone,0
246976.804146,0.066711,parameter,sysmon,scales-1-_feedbacktimer,
246976.804168,0.066711,parameter,sysmon,scales-1-_feedbacktype,
246976.804189,0.066711,parameter,sysmon,scales-1-widget,<core.widgets.scale.Scale object at 0x7fe579d3e370>
246976.804215,0.066711,parameter,sysmon,scales-2-name,2
246976.804236,0.066711,parameter,sysmon,scales-2-failure,0
246976.804258,0.066711,parameter,sysmon,scales-2-side,0
246976.804281,0.066711,parameter,sysmon,scales-2-key,_2
246976.804302,0.066711,parameter,sysmon,scales-2-_failuretimer,
246976.804324,0.066711,parameter,sysmon,scales-2-_onfailure,0
246976.804345,0.066711,parameter,sysmon,scales-2-_milliresponsetime,0
246976.804366,0.066711,parameter,sysmon,scales-2-_freezetimer,
246976.804387,0.066711,parameter,sysmon,scales-2-_pos,5
246976.804409,0.066711,parameter,sysmon,scales-2-_zone,0
246976.804431,0.066711,parameter,sysmon,scales-2-_feedbacktimer,
246976.804452,0.066711,parameter,sysmon,scales-2-_feedbacktype,
246976.804474,0.066711,parameter,sysmon,scales-2-widget,<core.widgets.scale.Scale object at 0x7fe579d2de80>
