250533.778661,0.067124,aoi,resman,foreground,"(576, 486.0, 1632, 0.0)"
250533.77964,0.067124,aoi,resman,overdue,"(576, 486.0, 1632, 0.0)"
250533.795751,0.067124,aoi,resman,task_title,"(576, 540.0, 1632, 486.0)"
250533.797036,0.067124,aoi,resman,automode,"(1006.848, 309.15000000000003, 1165.248, 282.15000000000003)"
250533.798069,0.067124,aoi,resman,status_foreground,"(1632, 486.0, 1920, 0.0)"
250533.802589,0.067124,aoi,resman,status_title,"(1632, 540.0, 1920, 486.0)"
250533.808354,0.067124,aoi,resman,pump_1_flow,"(1632, 486.0, 1920, 432.0)"
250533.812369,0.067124,aoi,resman,pump_2_flow,"(1632, 432.00000000000006, 1920, 378.00000000000006)"
250533.815516,0.067124,aoi,resman,pump_3_flow,"(1632, 378.00000000000006, 1920, 324.00000000000006)"
250533.838552,0.067124,aoi,resman,pump_4_flow,"(1632, 324.0, 1920, 270.0)"
250533.840863,0.067124,aoi,resman,pump_5_flow,"(1632, 270.0, 1920, 216.0)"
250533.843191,0.067124,aoi,resman,pump_6_flow,"(1632, 216.00000000000003, 1920, 162.00000000000003)"
250533.845292,0.067124,aoi,resman,pump_7_flow,"(1632, 161.99999999999997, 1920, 107.99999999999997)"
250533.846903,0.067124,aoi,resman,pump_8_flow,"(1632, 107.99999999999999, 1920, 53.999999999999986)"
250533.848937,0.067124,aoi,resman,tank_a,"(723.84, 437.4, 882.24, 267.3)"
250533.850948,0.067124,aoi,resman,tank_b,"(1251.8400000000001, 437.4, 1410.2400000000002, 267.3)"
250533.852572,0.067124,aoi,resman,tank_c,"(628.8, 243.0, 734.4, 72.89999999999999)"
250533.854287,0.067124,aoi,resman,tank_d,"(1156.8000000000002, 243.0, 1262.4, 72.89999999999999)"
250533.855349,0.067124,aoi,resman,tank_e,"(892.8, 243.0, 1019.52, 72.89999999999999)"
250533.856611,0.067124,aoi,resman,tank_f,"(1420.8000000000002, 243.0, 1547.5200000000002, 72.89999999999999)"
250533.86397,0.067124,parameter,resman,title,Resources management
250533.864012,0.067124,parameter,resman,taskplacement,bottommid
250533.86403,0.067124,parameter,resman,taskupdatetime,100
250533.86405,0.067124,parameter,resman,taskfeedback-overdue-active,0
250533.864066,0.067124,parameter,resman,taskfeedback-overdue-color,"(241, 100, 100, 255)"
250533.864083,0.067124,parameter,resman,taskfeedback-overdue-delayms,2000
250533.864098,0.067124,parameter,resman,taskfeedback-overdue-blinkdurationms,1000
250533.864115,0.067124,parameter,resman,taskfeedback-overdue-_nexttoggletime,0
250533.864131,0.067124,parameter,resman,taskfeedback-overdue-_is_visible,0
250533.864146,0.067124,parameter,resman,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7fe00c087fa0>
250533.864171,0.067124,parameter,resman,automaticsolver,0
